Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004391,110043788504,City of Warner Robins,Warner Robins,GA,31093,700 Watson Blvd.,HOUSTON COUNTY,32.61913,-83.60704,221210,NN-LDC,,,,,253928.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005301,110008419684,City of Westfield Gas & Electric Light Department,Westfield,MA,01085,100 Elm Street,HAMPDEN COUNTY,42.147413,-72.745199,221210,NN-LDC,,,,,84809.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004523,110009138780,City of Winder,Winder,GA,30680,45 E. Athens Street,BARROW COUNTY,34.014267,-83.698657,221210,NN-LDC,,,,,59435.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006486,110043788513,City of Winfield Ks.,Winfield,KS,67156,2701 E 9th Ave,COWLEY COUNTY,37.2376,-96.9619,486210,NN-LDC,,,,,33690.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005436,110043782118,City of Wrens,Wrens,GA,30833,401 Broad Street,JEFFERSON COUNTY,33.20869,-82.38622,221210,NN-LDC,,,,,74519.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012912,,CityServiceValcon,Kalispell,MT,59901,640 West Montana Street,,48.1865701,-114.2704102,424720,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003603,110055508464,Clark Oil Trading Company,Clayton,MO,63105,8235 Forsyth Blvd.  Suite 400,ST. LOUIS COUNTY,38.65149,-90.34341,424720,MM-EXP,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005771,110055510674,Clarke-Mobile Counties Gas District,Jackson,AL,36545,2003 College Avenue,CLARKE COUNTY,31.530954,-87.891408,221210,"NN-LDC,W-LDC",,,,,519142.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007136,110043803836,Clearwater Gas System,Clearwater,FL,33755,400 N Myrtle Ave,PINELLAS COUNTY,27.97003,-82.79594,221210,NN-LDC,,,,,135011.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011116,110058239721,Clinton Newberry Natural Gas Authority,Clinton,SC,29325,1643 Springdale Drive,LAURENS COUNTY,34.46178,-81.85485,221210,NN-LDC,,,,,132997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,110013703206,"Coffeyville Resources Refining & Marketing, LLC",Coffeyville,KS,67337,400 North Linden Street,MONTGOMERY COUNTY,37.047556,-95.606106,324110,"C,MM-REF,P,Y",,15224707.7825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007326,110040452676,Colonial Gas Company,Waltham,MA,02451,40 Sylvan Road,MIDDLESEX COUNTY,42.396463,-71.271237,221210,"NN-LDC,W-LDC",,,,,1309478.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002282,110017417696,Colonial Oil Industries,Houston,TX,77056,"3 Riverway, Suite 2000",HARRIS COUNTY,29.7617,-95.46189,424720,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005703,110043971191,"Colorado Natural Gas, Inc.",Centennial,CO,80112,10825 E. Geddes Avenue,JEFFERSON COUNTY,39.57454,-105.13351,221210,NN-LDC,,,,,111851.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003423,110043782948,Colorado Springs Utilities - Natural Gas Local Distribution Company,Colorado Springs,CO,80903,121 S. Tejon St,EL PASO COUNTY,38.841342,-104.816278,221210,NN-LDC,,,,,2470512.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007361,110070081971,Columbia Gas of Kentucky,Merrillville,IN,46410,801 East 86th Avenue,FAYETTE COUNTY,38.08005,-84.53753,221210,"NN-LDC,W-LDC",,,,,1645898.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003838,110063990944,Columbia Gas of Maryland,Merrillville,IN,46410,801 East 86th Avenue,WASHINGTON COUNTY,40.28588,-80.1788,221210,NN-LDC,,,,,317577.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003942,110063985335,Columbia Gas of Ohio,Merrillville,IN,46410,801 East 86th Avenue,FRANKLIN COUNTY,39.95745,-83.00355,221210,"NN-LDC,W-LDC",,,,,14305868.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003839,110063990953,Columbia Gas of Pennsylvania,Merrillville,IN,46410,801 East 86th Avenue,WASHINGTON COUNTY,40.28588,-80.1788,221210,"NN-LDC,W-LDC",,,,,4109219.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007304,110063985344,Columbia Gas of Virginia,Merrillville,IN,46410,801 East 86th Avenue,CHESTERFIELD COUNTY,37.36375,-77.39516,221210,"NN-LDC,W-LDC",,,,,9538911.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012887,110000323579,"ComStar International, Inc.",College Point,NY,11356,20-45 128th Street,QUEENS COUNTY,40.780925,-73.84055,423740,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013950,110070931005,Combs Investment Property LP,Houston,TX,77019,"2777 Allen Parkway, Suite 1185",HARRIS COUNTY,29.760993,-95.394706,423740,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000479,110043970904,"Community Natural Gas Co., Inc.",Owensville,IN,47665,116 N. Main St.,GIBSON COUNTY,38.27311,-87.69139,221210,NN-LDC,,,,,48267.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010153,110029587409,Concorde Specialty Gases,Eatontown,NJ,07724,36 Eaton Raod,MONMOUTH COUNTY,40.27892,-74.0479,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007569,110002498191,Connecticut Natural Gas Company,East Hartford,CT,06108,76 Meadow Street,HARTFORD COUNTY,41.76135,-72.65664,221210,"NN-LDC,W-LDC",,,,,1969191.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005789,110063104670,ConocoPhillips Alaska Inc - KRU CPF1,North Slope,AK,00000,,NORTH SLOPE BOROUGH,70.3233,-149.605,211120,"C,MM-REF,Y",,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013351,,"Conrad & Bischoff, Inc.",Idaho Falls,ID,83401,2251 N Holmes Avenue,,43.516946,-112.02496,424720,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004527,110016675141,Consumers Energy Company,Jackson,MI,49201,One Energy Plaza,JACKSON COUNTY,42.24668,-84.40311,221210,"NN-LDC,W-LDC",,,,,19747486.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010947,110056383417,Consumers Gas Cooperative,Orrville,OH,44667,298 Tracy Bridge Road,WAYNE COUNTY,40.794491,-81.77749,221210,NN-LDC,,,,,79500.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002623,110015744532,"Copano Energy Houston Central Plant, TX",Sheridan,TX,77475,1651 County Rd. 255 South,COLORADO COUNTY,29.6331,-96.719424,211130,"C,NN-FRAC,W-PROC",,,,,,6781137.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007118,110043971841,Corning Natural Gas Corporation Aggregate Rpt,City of Corning,NY,14830,,STEUBEN COUNTY,42.151668,-77.075456,221210,NN-LDC,,,,,296959.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012506,110020147465,Corpus Christi Terminal Condensate Splitter,Corpus Christi,TX,78407,1802 Poth Lane,NUECES COUNTY,27.8118,-97.435652,324110,"C,MM-REF,Y",,5062770.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002518,110043802114,Cortez CO2 Production Area,Cortez,CO,81321,17801 Highway 491,MONTEZUMA COUNTY,37.46584,-108.65567,221210,PP,,,,,,,15462279.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007120,110043971422,Cullman Jefferson Counties Gas District,Hanceville,AL,35077,1550 County Road 715,CULLMAN COUNTY,34.13308,-86.81625,221210,NN-LDC,,,,,181692.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005062,110045447469,DAIKIN AMERICA INC.,DECATUR,AL,35601,905 STATE DOCKS ROAD,MORGAN COUNTY,34.630486,-87.039444,325211,"C,L,O,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010455,110059765384,"DCP Midstream, LP",Denver,CO,80202,"370 17th Street, Suite 2500",DENVER COUNTY,39.74369,-104.98777,211130,"MM-EXP,W-TRANS",,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006388,110000554828,DETROIT REFINERY,DETROIT,MI,48217,1300 SOUTH FORT STREET,WAYNE COUNTY,42.2841,-83.1527,324110,"C,MM-REF,Y",,19052787.1634976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008310,110000464462,DIAMOND SHAMROCK REFINING VALERO,THREE RIVERS,TX,78071,301 LEROY ST.,LIVE OAK COUNTY,28.456667,-98.190277,324110,"C,MM-REF,Y",,10127814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002235,110000555710,DISCOVERY PRODUCER SERVICES LLC - DISCOVERY PARADIS FRACTIONATION PLANT,PARADIS,LA,70080,15849B OLD SPANISH TRAIL,ST. CHARLES PARISH,29.860523,-90.453429,211130,"C,NN-FRAC,W-PROC",,,,,,1882164.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006503,110057908019,DTE Energy Michcon LDC,Detroit,MI,48226,One Energy Plaza,WAYNE COUNTY,42.33328,-83.05727,221210,"NN-LDC,W-LDC",,,,,16942203.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010385,110008649034,Daikin Applied Americas Inc - Corporate,Plymouth,MN,55441,13600 Industrial Park Blvd.,HENNEPIN COUNTY,45.00239,-93.45256,333415,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006739,110013654036,Dalton Utilities,Dalton,GA,30720,1200 VD Parrott Jr Parkway,WHITFIELD COUNTY,34.75313,-84.95909,221210,NN-LDC,,,,,241120.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008058,110043812979,Danville Utilities,Danville,VA,24541,1040 Monument Street,DANVILLE CITY,36.578148,-79.380988,221210,NN-LDC,,,,,154062.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009865,110030791793,De Longhi America Inc,Upper Saddle River,NJ,07458,2 Park Way Suite 3A,BERGEN COUNTY,41.04795,-74.11728,423620,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005568,110043790546,DeKalb-Cherokee Counties Gas District,Fort Payne,AL,35967,1405 Gault Ave S,DEKALB COUNTY,34.442189,-85.722814,221210,NN-LDC,,,,,74926.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006987,110043973457,Decatur Utilities,Decatur,AL,35601,1002 Central Parkway SW,MORGAN COUNTY,34.59293,-86.98846,221210,NN-LDC,,,,,306370.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012519,110070082340,Delaware Basin Gas Plant,Coyanosa,TX,79730,1220 Conty Road 101,,31.2407567,-103.065333,211130,"C,PP,UU,W-PROC",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007322,110001148598,Delaware City Refinery,DELAWARE CITY,DE,19706,4550 WRANGLE HILL ROAD,New Castle,39.5936,-75.6337,324110,"C,D,MM-REF,P,PP,Y",,12782412,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006444,110000458488,"Delek Refining, Ltd",Tyler,TX,75702,1702 East Commerce St,SMITH COUNTY,32.362643,-95.280179,324110,"C,MM-REF,Y",,9623548.9699865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003285,110043799262,Delmarva Power & Light - Gas Delivery,Wilmington,DE,19801,"630 Martin Luther King Jr., Blvd. ",NEW CASTLE COUNTY,39.74031,-75.558373,221210,"NN-LDC,W-LDC",,,,,1973166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004872,110043812997,"Delta Natural Gas Company, Inc.",Winchester,KY,40391,3617 Lexington Road,CLARK COUNTY,38.01532,-84.2355,221210,NN-LDC,,,,,376853.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013645,,"Delta Western, Inc.",Seattle,WA,98104,"450 Alaskan Way South, Suite 707",,47.59871,-122.3352,424720,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007936,110000465719,"Diamond Shamrock Refining Company, L.P.",SUNRAY,TX,79086,6701 FM 119,MOORE COUNTY,35.951944,-101.873889,324110,"C,MM-REF,P,Y",,21502439.7340592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008412,110055513234,Dilley Treating Facility,Cotulla,TX,78014,"28.596, -99.362",LA SALLE COUNTY,28.461253,-99.10135,211120,"C,PP,UU,W-PROC",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004703,110004647142,Dominion Energy Ohio - The East Ohio Gas Co (Dist) (Ohio),CLEVELAND,OH,44103,1201 EAST 55TH STREET,CUYAHOGA COUNTY,41.52712,-81.652,221210,"NN-LDC,W-LDC",,,,,17821907.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004977,110043783064,Dominion Energy Questar Gas Company (Dist) (Utah),SALT LAKE CITY,UT,84101,1140 WEST 200 SOUTH,SALT LAKE COUNTY,40.76497,-111.92439,221210,"NN-LDC,W-LDC",,,,,9935364.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006379,110043783064,Dominion Energy Questar Gas Company (Dist) (Wyoming),SALT LAKE CITY,UT,84101,1140 WEST 200 SOUTH,SALT LAKE COUNTY,40.76497,-111.92439,221210,"NN-LDC,W-LDC",,,,,246982.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004706,110043815574,Dominion Hope Gas West Virginia,Clarksburg,WV,26301,48 Columbia Blvd.,HARRISON COUNTY,39.28413,-80.299985,221210,"NN-LDC,W-LDC",,,,,1752579.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002377,110070081831,Douglas Gas Plant,Douglas,WY,82633,252 Highway 59 North,CONVERSE COUNTY,42.790735,-105.356641,211130,"C,NN-FRAC,W-PROC",,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011876,110067273140,DuPont Corporate,Wilmington,DE,19805,974 Centre Road,NEW CASTLE COUNTY,39.75588,-75.60762,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013711,,DuPont Corporate - S&C,Wilmington,DE,19805,974 Centre Road,,39.755641,-75.605096,326140,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011866,110067273033,DuPont Louisville,Louisville,KY,40216,4250 Camp Ground Road,JEFFERSON COUNTY,38.211676,-85.840572,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001738,110043808591,Duke Energy Kentucky Gas Operation,Cincinnati,OH,45201,139 East Fourth St.,HAMILTON COUNTY,39.10036,-84.50994,221210,"NN-LDC,W-LDC",,,,,729236.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002687,110043808591,Duke Energy Ohio Gas Operation,Cincinnati,OH,45201,139 East Fourth St.,HAMILTON COUNTY,39.10036,-84.50994,221210,"NN-LDC,W-LDC",,,,,3911228.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005766,110041415885,Dyno Nobel,Deer Island,OR,97054,63149 Columbia River Highway,COLUMBIA COUNTY,45.9122,-122.8286,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012698,110071071484,Dyno Nobel Louisiana Ammonia LLC,Waggaman,LA,70094,10800 River Road,JEFFERSON PARISH,29.964789,-90.264625,325311,"C,G,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002962,110030484107,E ENERGY ADAMS,ADAMS,NE,68301,13238 EAST ASPEN ROAD,GAGE COUNTY,40.4842,-96.5459,325193,"C,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006407,110000502858,EAST TEXAS GAS PLANT,CARTHAGE,TX,75633,2628 US 79 NORTH,PANOLA COUNTY,32.187876,-94.261875,211130,"C,NN-FRAC,W-PROC",,,,,,474043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004583,110000614069,EASTON UTILITIES COMM MUNI,EASTON,MD,21601,201 NORTH WASHINGTON STREET,TALBOT COUNTY,38.77714,-76.07624,221210,NN-LDC,,,,,26799.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005884,110043808706,ENSTAR Natural Gas Company,Anchorage,AK,99519,3000 Spenard Road,ANCHORAGE MUNICIPALITY,61.19237,-149.90546,221210,NN-LDC,,,,,2888456.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006656,110000506079,EQUISTAR CHEMICALS LIMITED PARTNERSHIP BAYPORT PLANT,PASADENA,TX,77507,5761 UNDERWOOD ROAD,HARRIS COUNTY,29.627167,-95.080194,325199,"C,PP,X",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008014,110040620600,ERGON REFINING INC,VICKSBURG,MS,39183,2125 HAINING RD,WARREN COUNTY,32.388015,-90.900203,324110,"C,MM-REF,P,Y",,3069439.8912575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007882,110027982565,ERGON WEST VIRGINIA INC,NEWELL,WV,26050,9995 OHIO RIVER BLVD,HANCOCK COUNTY,40.611414,-80.629099,324110,"C,MM-REF,P,Y",,3033859.3560667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005779,110001310689,EUNICE NATURAL GAS PROCESSING PLANT,EUNICE,LA,70535,222 REFINERY ROAD,ACADIA PARISH,30.462447,-92.530435,211130,"C,NN-FRAC,W-PROC",,,,,,5188306.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007643,110043804185,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,BATON ROUGE,LA,70805,4045 SCENIC HWY,EAST BATON ROUGE PARISH,30.484917,-91.17392,324110,"C,MM-REF,X,Y",,69760074.5806647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007542,110000463178,EXXONMOBIL Bt Site,BAYTOWN,TX,77520,5000 Bayway Dr,HARRIS COUNTY,29.73934,-95.022404,324110,"C,MM-REF,X,Y",,76148787.8921682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006068,110000595339,EXXONMOBIL OIL JOLIET REFINERY,CHANNAHON,IL,60410,25915 SE FRONTAGE ROAD,WILL COUNTY,41.4167,-88.1833,324110,"C,MM-REF,Y",,38909614.7260733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005502,110000606158,"East Dubuque Nitrogen Fertilizers, LLC",EAST DUBUQUE,IL,61025,16675 HIGHWAY 20 WEST,JO DAVIESS COUNTY,42.44311,-90.55686,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003535,110070081868,"Eastern Gas Transmission and Storage - Hastings Complex (Proc,Tran)",Pine Grove,WV,26419,14508 Shortline Hwy,WETZEL COUNTY,39.55139,-80.67806,211130,"C,NN-FRAC,W-PROC,W-NGTC",,,,,,567379.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002539,110043809732,Eastern Natural Gas Company,Canton,OH,44718,"4100 Holiday Street, NW Suite 201",TRUMBULL COUNTY,41.44495,-80.587899,221210,NN-LDC,,,,,39480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012954,,Elbow River Marketing Ltd,Calgary,MT,00000,"1500, 335 8th Avenue SW",,45.0892545229742,-93.0071571664694,424720,"MM-IMP,MM-EXP",,,confidential,726390.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012937,,Elbow River Marketing USA Ltd,White Bear Lake,MN,55110,4886 Highway 61 Suite 202,,45.0911599,-93.0112457,424720,"MM-IMP,MM-EXP",,,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004532,110055509579,"Electrolux Home Products, Inc",Charlotte,NC,28262,10200 David Taylor Drive,MECKLENBURG COUNTY,35.329501,-80.762943,335220,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001725,110055507107,"Electronicfluorocarbons,LLC",HATFIELD,PA,19440,3266 BERGEY RD,MONTGOMERY COUNTY,40.30154,-75.29243,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004054,110043784517,Elizabethtown Gas,Berkeley Heights,NJ,07922,300 Connell Drive,UNION COUNTY,40.66158,-74.417,221210,"NN-LDC,W-LDC",,,,,2523406.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007828,110043807413,Elk River Public Utility District,Tullahoma,TN,37388,217 South Jackson Street,COFFEE COUNTY,35.35971,-86.2096,221210,"NN-LDC,W-LDC",,,,,142450.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005109,110043784991,Empire District Gas Company,Joplin,MO,64801,602 Joplin Street,JASPER COUNTY,37.17205,-94.56392,221210,"NN-LDC,W-LDC",,,,,405818.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001088,110043972822,Energy Services of Pensacola,Pensacola,FL,32514,1625 Atwood Dr,ESCAMBIA COUNTY,30.50518,-87.22618,221210,"NN-LDC,W-LDC",,,,,238763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005542,110043804513,Energy West Montana,Great Falls,MT,59403,# 1 1st Ave South,CASCADE COUNTY,47.50424,-111.30712,221210,NN-LDC,,,,,385717.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002605,110043815645,"EnergyNorth Natural Gas, Inc.",Londonderry,NH,03053,15 Buttrick Road,ROCKINGHAM COUNTY,42.78233,-71.24933,221210,NN-LDC,,,,,860060.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003371,,Enjet LLC,Houston,TX,77056,5373 West Alabama  Suite 502,,29.7484861,-95.4699173,424720,MM-EXP,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005572,110008974486,"Entergy Louisiana, LLC Gas Business",Baton Rouge,LA,70805,5755 Choctaw Drive,EAST BATON ROUGE PARISH,30.47085,-91.13277,221210,"NN-LDC,W-LDC",,,,,357379.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005240,110003266322,"Entergy New Orleans, LLC Gas Business",New Orleans,LA,70119,3700 Tulane Ave,ORLEANS PARISH,29.96696,-90.10196,221210,"NN-LDC,W-LDC",,,,,573156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010448,110054620166,Enterprise Products Operating LLC,Houston,TX,77002,"1100 Louisiana Street, 17th Floor",HARRIS COUNTY,29.7574,-95.36843,488320,"MM-IMP,MM-EXP",,,confidential,66679800.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010678,,Equinor Marketing & Trading (US) Inc.,Stamford,CT,06902,120 Long Ridge Road Suite 3EO1,,41.0411194,-73.541744,424720,MM-EXP,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006740,110043972715,Equitable Gas Company (WV) dba Peoples,Pittsburgh,PA,15212,"375 North Shore Drive, Suite 600",ALLEGHENY COUNTY,40.482805,-80.036726,221210,NN-LDC,,,,,126612.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003840,110063989377,Eversource Gas Mass,Westwood,MA,02090,247 Station Dr,WORCESTER COUNTY,42.283831,-71.583763,221210,"NN-LDC,W-LDC",,,,,2909452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010459,110002402356,Exxon Mobil Corporation,Spring,TX,77389,22777 Springwoods Village Parkway,FAIRFAX COUNTY,38.8611,-77.226842,324110,"MM-IMP,MM-EXP",,,confidential,44833063.1361929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
